"CountryCode","SeriesCode","DESCRIPTION",
"IND_Lakshadweep_IN.LD_1496_IND017","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Madhya_Pradesh_IN.MP_70079_IND018","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Madhya_Pradesh_IN.MP_70079_IND018","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Maharashtra_IN.MH_1498_IND019","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Maharashtra_IN.MH_1498_IND019","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Manipur_IN.MN_1500_IND020","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Manipur_IN.MN_1500_IND020","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Meghalaya_IN.ML_1501_IND021","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Meghalaya_IN.ML_1501_IND021","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Mizoram_IN.MZ_1502_IND022","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Mizoram_IN.MZ_1502_IND022","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Nagaland_IN.NL_1503_IND023","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Nagaland_IN.NL_1503_IND023","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Orissa_IN.OR_1504_IND024","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Orissa_IN.OR_1504_IND024","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Puducherry_IN.PY_70080_IND025","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Puducherry_IN.PY_70080_IND025","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Punjab_IN.PB_1505_IND026","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Punjab_IN.PB_1505_IND026","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Rajasthan_IN.RJ_1506_IND027","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Rajasthan_IN.RJ_1506_IND027","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Sikkim_IN.SK_1507_IND028","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Sikkim_IN.SK_1507_IND028","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Tamil_Nadu_IN.TN_1508_IND029","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Tamil_Nadu_IN.TN_1508_IND029","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Tripura_IN.TR_1509_IND030","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Tripura_IN.TR_1509_IND030","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Uttar_Pradesh_IN.UP_70081_IND035","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Uttar_Pradesh_IN.UP_70081_IND035","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Uttarakhand_IN.UT_70082_IND031","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_Uttarakhand_IN.UT_70082_IND031","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_West_Bengal_IN.WB_1511_IND032","SP.POP.TOTL","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IND_West_Bengal_IN.WB_1511_IND032","SP.POP.TOTL.ZS","Data sources : Office of The Registrar General & Census Commissioner,Ministry of Home Affairs; http://www.censusindia.gov.in/. Data for 2001 & 2011 is actual data from original data source. Data for 2000 & 2012-2014 is extrapolation and data for 2002-2010 is Interpolation.",
"IRN_Alborz_IR.AL_33110_55_IRN001","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Alborz_IR.AL_33110_55_IRN001","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Ardebil_IR.AR_33110_IRN002","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Ardebil_IR.AR_33110_IRN002","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Bushehr_IR.BS_1540_IRN003","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Bushehr_IR.BS_1540_IRN003","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Chaharmahal-o_bakhtiyar_IR.CM_1541_IRN004","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Chaharmahal-o_bakhtiyar_IR.CM_1541_IRN004","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_East_Azarbayejan_IR.EA_1542_IRN005","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_East_Azarbayejan_IR.EA_1542_IRN005","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Esfahan_IR.ES_1543_IRN006","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Esfahan_IR.ES_1543_IRN006","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Fars_IR.FA_1544_IRN007","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Fars_IR.FA_1544_IRN007","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Ghazvin_IR.QZ_33112_IRN08","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Ghazvin_IR.QZ_33112_IRN08","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Ghom_IR.QM_33113_IRN009","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Ghom_IR.QM_33113_IRN009","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Gilan_IR.GI_1545_IRN010","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Gilan_IR.GI_1545_IRN010","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Golestan_IR.GO_33111_IRN011","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Golestan_IR.GO_33111_IRN011","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Hamedan_IR.HA_1546_IRN012","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Hamedan_IR.HA_1546_IRN012","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Hormozgan_IR.HG_1548_IRN013","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Hormozgan_IR.HG_1548_IRN013","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Ilam_IR.IL_1549_IRN014","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Ilam_IR.IL_1549_IRN014","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Kerman_IR.KE_1550_IRN015","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Kerman_IR.KE_1550_IRN015","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Kermanshah_IR.BK_1539_IRN016","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Kermanshah_IR.BK_1539_IRN016","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Khuzestan_IR.KZ_1551_IRN021","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Khuzestan_IR.KZ_1551_IRN021","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Kohgiluyeh_va_boyerahma_IR.KB_1552_IRN022","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Kohgiluyeh_va_boyerahma_IR.KB_1552_IRN022","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Kordestan_IR.KD_1553_IRN023","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Kordestan_IR.KD_1553_IRN023","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Lorestan_IR.LO_1555_IRN024","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Lorestan_IR.LO_1555_IRN024","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Markazi_IR.MK_1556_IRN025","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Markazi_IR.MK_1556_IRN025","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Mazandaran_IR.MN_1557_IRN026","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Mazandaran_IR.MN_1557_IRN026","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_North_Khorasan_IR.KS_1547_55_IRN018","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_North_Khorasan_IR.KS_1547_55_IRN018","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Razavi_Khorasan_IR.KV_1547_77_IRN020","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Razavi_Khorasan_IR.KV_1547_77_IRN020","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Semnan_IR.SM_1558_IRN027","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Semnan_IR.SM_1558_IRN027","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Sistan-o_baluchestan_IR.SB_1559_IRN028","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Sistan-o_baluchestan_IR.SB_1559_IRN028","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_South_Khorasan_IR.KJ_1547_66_IRN019","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_South_Khorasan_IR.KJ_1547_66_IRN019","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Tehran_IR.TH_1560_IRN029","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Tehran_IR.TH_1560_IRN029","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_West_Azarbayejan_IR.WA_1561_IRN030","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_West_Azarbayejan_IR.WA_1561_IRN030","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Yazd_IR.YA_1562_IRN031","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Yazd_IR.YA_1562_IRN031","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Zanjan_IR.ZA_1563_IRN032","SP.POP.TOTL","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRN_Zanjan_IR.ZA_1563_IRN032","SP.POP.TOTL.ZS","Data source:  Statistical Centre of Iran; http://www.amar.org.ir/english/. Data for 2006 & 2011 is actual data from original data source. Data for 2000-2005 & 2012-2014 is extrapolation and data for 2007-2010 is Interpolation.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","Data sources : Central statistical organization/ministry of planning; http://cosit.gov.iq/en/. Data for 2003 & 2009 is actual data from original data source. Data for 2000-2002 & 2010-2014 is extrapolation and data for 2004-2008 is Interpolation.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","Data sources : Central statistical organization/ministry of planning; http://cosit.gov.iq/en/. Data for 2003 & 2009 is actual data from original data source. Data for 2000-2002 & 2010-2014 is extrapolation and data for 2004-2008 is Interpolation.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","Data sources : Central statistical organization/ministry of planning; http://cosit.gov.iq/en/. Data for 2003 & 2009 is actual data from original data source. Data for 2000-2002 & 2010-2014 is extrapolation and data for 2004-2008 is Interpolation.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","Data sources : Central statistical organization/ministry of planning; http://cosit.gov.iq/en/. Data for 2003 & 2009 is actual data from original data source. Data for 2000-2002 & 2010-2014 is extrapolation and data for 2004-2008 is Interpolation.",
