"CountryCode","SeriesCode","Year","DESCRIPTION",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL","YR2009","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL","YR2010","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL","YR2011","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL","YR2012","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL","YR2013","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL","YR2014","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL","YR2015","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL","YR2016","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2000","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2001","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2002","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2003","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2004","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2005","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2006","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2007","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2008","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2009","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2010","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2011","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2012","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2013","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2014","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2015","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Papua_Barat_Prop_ID.IB_73612_IDN036","SP.POP.TOTL.ZS","YR2016","Papua Barat (West Papua) Province was created from the western portion of Papua (province) in February 2003. The 2001 population data for Papua and Papua Barata is calculated by using their respective share to Former Papua ( Papua+ Papua Barata) in 2010 and applying that share to the 2001 former Papua total population number",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2000","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2001","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2002","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2003","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2004","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2005","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2006","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2007","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2008","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2009","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2010","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2011","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2012","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2013","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2014","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2015","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL","YR2016","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2000","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2001","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2002","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2003","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2004","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2005","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2006","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2007","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2008","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2009","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2010","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2011","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2012","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2013","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2014","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2015","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IDN_Sulawesi_Barat_Prop_ID.SR_73619_IDN038","SP.POP.TOTL.ZS","YR2016","Sulawesi Barat was created in 2004 and was previously part of the province of South Sulawesi (Sulawesi Selatan)",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2000","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2001","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2002","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2003","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2004","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2005","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2006","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2007","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2008","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2009","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2010","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2011","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2012","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2013","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2014","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2015","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL","YR2016","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2000","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2001","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2002","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2003","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2004","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2005","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2006","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2007","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2008","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2009","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2010","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2011","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2012","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2013","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2014","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2015","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Anbar_IQ.AN_1564_IRQ007","SP.POP.TOTL.ZS","YR2016","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2000","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2001","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2002","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2003","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2004","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2005","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2006","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2007","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2008","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2009","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2010","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2011","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2012","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2013","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2014","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2015","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL","YR2016","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2000","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2001","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2002","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2003","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2004","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2005","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2006","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2007","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2008","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2009","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2010","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2011","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2012","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2013","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2014","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2015","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Babil_IQ.BB_1571_IRQ005","SP.POP.TOTL.ZS","YR2016","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Baghdad_IQ.BG_1572_IRQ010","SP.POP.TOTL","YR2000","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Baghdad_IQ.BG_1572_IRQ010","SP.POP.TOTL","YR2001","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Baghdad_IQ.BG_1572_IRQ010","SP.POP.TOTL","YR2002","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
"IRQ_Baghdad_IQ.BG_1572_IRQ010","SP.POP.TOTL","YR2003","Refernce date for the year 2003 in the orginal data source was not avialble. It is assumed the data are for January 1st for estimation purpose.",
